x,y,y_predicted,peak_1,peak_2,peak_3,peak_4,peak_5,peak_6
2998,0.000182107,0.00017153750995698103,8.753118758551601e-06,1.0678287228659193e-13,4.141854130488793e-06,2.2773497881803305e-11,0.00013437103294128283,2.464932253491815e-05
2995,0.000152633,0.00016920340149155727,9.196613550531752e-06,3.403003600450212e-13,4.487591126586102e-06,3.601322196769006e-10,0.00013153876806082292,2.4357909569637528e-05
2992,0.000155988,0.00016699127323940123,9.67446574896528e-06,1.0531476344239603e-12,4.870835264629129e-06,4.537679378747491e-09,0.00012874771862615624,2.4071556155665257e-05
2989,0.000146423,0.00016494137356134236,1.019029292974411e-05,3.165061422060769e-12,5.295532175696993e-06,4.55559624966382e-08,0.00012599768294915706,2.3790147667727243e-05
2986,0.000135117,0.00016330247662942602,1.074819798030942e-05,9.2372153008628e-12,5.7656527469642666e-06,3.644149946723633e-07,0.00012328847030394552,2.3513572654860248e-05
2983,0.000133788,0.00016344439627253185,1.1352848717816125e-05,2.6179782127930536e-11,6.285074762405087e-06,2.3226664259231616e-06,0.00012061989873776371,2.324172273738273e-05
2980,0.00015928,0.00017125242906101,1.200957303085766e-05,7.205382286684389e-11,6.858821165554061e-06,1.1795518537889508e-05,0.00011799179305375781,2.2974492507669153e-05
2977,0.000167788,0.00020569986679205433,1.272447306625772e-05,1.925812782824475e-10,7.507786693546127e-06,4.772949334918683e-05,0.00011540398295575465,2.2711779434571786e-05
2974,0.000272867,0.0003107030293143038,1.3504562896455663e-05,4.998470582110688e-10,8.38105323076659e-06,0.00015388496951152477,0.0001128563013456987,2.245348377134101e-05
2971,0.000613103,0.0005522538506491353,1.4357935284718339e-05,1.2598715059520587e-09,1.0407694966345917e-05,0.00039531671058324626,0.00011034858276495829,2.2199508466901577e-05
2968,0.001034635,0.0009720932625200695,1.5293964702176416e-05,3.0837659229396386e-09,1.8184884459958283e-05,0.0008091587498289909,0.00010788066197121312,2.194975908034885e-05
2965,0.001526373,0.0015122333274521045,1.6323555761293786e-05,7.329976698938958e-09,4.946426781846178e-05,0.0013196594988425497,0.0001054523726431067,2.1704143698534897e-05
2962,0.002106248,0.0020131569708709803,1.745944887731414e-05,1.6919589462068192e-08,0.00015666852264887624,0.0017148638019819635,0.00010306354620528529,2.146257285662009e-05
2959,0.002613782,0.0023694972771223215,1.8716598476093527e-05,3.7926527924984705e-08,0.0004536150112790011,0.001775566611899517,0.0001007140107668546,2.122495946147144e-05
2956,0.002996279,0.002709178147723248,2.0112643743081187e-05,8.255861313028069e-08,0.0011051472014493187,0.001464818776321799,9.840359016666583e-05,2.0991218717793828e-05
2953,0.003297158,0.003316017935731882,2.1668498185065348e-05,1.7452101474682882e-07,0.0022147832619251917,0.0009628761247193346,9.613210311919924e-05,2.076126805688568e-05
2950,0.004199121,0.0042698514651893045,2.3409092756941358e-05,3.5826064885369904e-07,0.0036277187829842563,0.0005043087805647342,9.389936245514483e-05,2.0535027067914844e-05
2947,0.004851414,0.005195044980442579,2.5364318838466472e-05,7.141945382604203e-07,0.004846870270055757,0.0002104564464159311,9.170517445108939e-05,2.0312417431615456e-05
2944,0.005564388,0.00548695817589213,2.757023312763358e-05,1.382610908524222e-06,0.0052787615049542155,6.997896709097886e-05,8.9549338243009e-05,2.0093362856310485e-05
2941,0.005323687,0.0048439419975536725,3.0070608239625616e-05,2.599258491105202e-06,0.004685800423171142,1.8540114605634592e-05,8.743164531853701e-05,1.9877789016168895e-05
2938,0.003223955,0.003537041711544956,3.291894285201335e-05,4.745314506744759e-06,0.0033908240085475335,3.913784352365733e-06,8.535187908322988e-05,1.96656234916104e-05
2935,0.00221567,0.002149519127376973,3.618108697293264e-05,8.412916330351514e-06,0.0020018780595389266,6.582956152369112e-07,8.330981449629232e-05,1.94567957117742e-05
2932,0.001001632,0.0011212411874242812,3.9938695982753135e-05,1.4484188752207e-05,0.0009665514657382367,8.82235692095973e-08,8.130521777144405e-05,1.9251236898971945e-05
2929,0.000393773,0.0005511910299532339,4.4293807803210605e-05,2.421630175560187e-05,0.00038466261472707813,9.420802014912899e-09,7.933784613882104e-05,1.9048880015048437e-05
2926,0.000122416,0.0003143556052383257,4.937494896692172e-05,3.9317645396707136e-05,0.00012978294323947033,8.015501903567137e-10,7.740744766400049e-05,1.8849659709576757e-05
2923,8.5267e-05,0.00025222078267683496,5.534532679349249e-05,6.199165361289767e-05,4.109431582955505e-05,5.43391897039251e-11,7.551376112042338e-05,1.8653512269817724e-05
2920,0.000144485,0.0002651012599914384,6.241386408325125e-05,9.491721322875143e-05,1.6031129548753103e-05,2.935183025041246e-12,7.365651591166417e-05,1.8460375572376458e-05
2917,0.000276284,0.000311594101109791,7.085007740768713e-05,0.00014113111555135854,9.88512823630613e-06,1.2632718821175652e-13,7.183543204016147e-05,1.8270189036491596e-05
2914,0.000422955,0.0003807436415656366,8.10040547778502e-05,0.00020378236952880654,8.201944845113137e-06,4.332101665860549e-15,7.005022011918022e-05,1.808289357889553e-05
2911,0.000572796,0.0004722902515258424,9.333292613589936e-05,0.00028574357838812253,7.392575295133286e-06,1.1837476284519606e-16,6.830058142492336e-05,1.7898431570186496e-05
2908,0.000726356,0.0005882119131069425,0.00010843487920514345,0.00038909207782212196,6.7598425897077e-06,2.5819828999155846e-18,6.658620798585201e-05,1.7716746792655745e-05
2905,0.000915216,0.0007298630161116676,0.0001270900213550582,0.00051451061057911,6.195658360119134e-06,4.916320870559677e-20,6.490678270640588e-05,1.753778439951555e-05
2902,0.000961789,0.0008969292324062846,0.00015030196831757246,0.0006606969782559378,5.684656723395959e-06,4.652560944156802e-21,6.326197952244367e-05,1.7361490875475835e-05
2899,0.001044608,0.001086907184103613,0.00017931994288612326,0.0008239034918419432,5.222313079624615e-06,3.6733365012429714e-21,6.165146358584385e-05,1.718781399861949e-05
2896,0.00127716,0.0012948541760775599,0.00021559793042063606,0.000997737749990743,4.804742675371595e-06,3.3459074763041073e-21,6.007489147582199e-05,1.7016702803528374e-05
2893,0.001386357,0.0015137899226125833,0.00026102348861988667,0.0011733362898004322,4.427966500559156e-06,3.0649234211067925e-21,5.853191143463222e-05,1.6848107545614086e-05
2890,0.001703755,0.0017450066093895936,0.0003276235922953041,0.0013399686561679682,4.088058922827245e-06,2.8175287117261794e-21,5.702216362542584e-05,1.6681979666609258e-05
2887,0.002197552,0.0020993582316702125,0.0005378433160863559,0.001486047920240089,3.7812844609891592e-06,2.598594654653301e-21,5.554528041014254e-05,1.6518271761177164e-05
2884,0.00285233,0.0031435224671474554,0.0014695070451713479,0.0016004312642637292,3.504174810913642e-06,2.4039631764729715e-21,5.4100886645407126e-05,1.6356937544598807e-05
2881,0.005867886,0.005605753256740706,0.003860176690929614,0.0016738143121910543,3.253563092579816e-06,2.2302011611602953e-21,5.268859999449936e-05,1.619793182149865e-05
2878,0.007774204,0.007933741288119566,0.006163764262616426,0.0016999790342659144,3.026590816639512e-06,2.07445520034972e-21,5.130803125355465e-05,1.6041210455571425e-05
2875,0.007149085,0.007103845368231032,0.005358893568150102,0.0016766634279513424,2.820698387612174e-06,1.9343390855780848e-21,4.995878469024139e-05,1.5886730340274067e-05
2872,0.004361072,0.004276874511297673,0.00260435952638273,0.0016058843120639063,2.6336063758851706e-06,1.8078457334164292e-21,4.864045839324455e-05,1.5734449370448237e-05
2869,0.002222017,0.002451335123880864,0.0008926633407764364,0.0014936493610851608,2.463292262000066e-06,1.6932777200446767e-21,4.735264463096749e-05,1.5584326414840248e-05
2866,0.002048861,0.0018158654344831479,0.0004032886662337861,0.0013491153924093534,2.307965621120919e-06,1.5891921035411396e-21,4.609493021794227e-05,1.5436321289486534e-05
2863,0.001757977,0.001537481844726296,0.0002921799205628288,0.001183356430283735,2.166043548823809e-06,1.4943562989904984e-21,4.4866896887515225e-05,1.5290394731934013e-05
2860,0.001350971,0.0013074546936582114,0.00023901065369014743,0.0010079711238508101,2.0361273600800425e-06,1.4077125658340284e-21,4.3668121669448906e-05,1.5146508376265964e-05
2857,0.001037435,0.0010909002330243777,0.00019808756243130525,0.0008337707287851332,1.9169810964228465e-06,1.3283492521468156e-21,4.249817727115259e-05,1.500462472890505e-05
2854,0.000767694,0.0008927021167088596,0.0001653033988187707,0.0006697477075090733,1.807512063067046e-06,1.2554773751443712e-21,4.1356632461323285e-05,1.4864707145166413e-05
2851,0.000588951,0.0007178432601986169,0.00013909802645928286,0.0005224465493399257,1.7067534265679283e-06,1.1884114424202234e-21,4.024305245484681e-05,1.4726719806534609e-05
2848,0.000404439,0.00056884986366878,0.0001181001828400552,0.0003957660463284303,1.6138487923231681e-06,1.1265536635222093e-21,3.9156999297873124e-05,1.4590627698639334e-05
2845,0.000416151,0.00044601657032269703,0.00010117237328653145,0.0002911395708613615,1.5280386213955015e-06,1.0693808875123989e-21,3.8098032252044e-05,1.445639658990572e-05
2842,0.000381017,0.0003478618896048795,8.74173554416792e-05,0.00020798402594519592,1.4486483187769176e-06,1.0164337443121793e-21,3.706570817691253e-05,1.4323993010855977e-05
2839,0.00031583,0.0002716795754011346,7.614318408806462e-05,0.00014428618864012642,1.3750778177912112e-06,9.673075769639782e-22,3.605958190965331e-05,1.4193384234040089e-05
2836,0.00028423,0.00021409760166623312,6.682058244701087e-05,9.720432312230886e-05,1.306792489660407e-06,9.216448365476158e-22,3.507920664122015e-05,1.406453825457392e-05
2833,0.000226009,0.00017156537953743792,5.904489012169449e-05,6.359345742677957e-05,1.2433152180765088e-06,8.791286773539495e-22,3.4124134288164234e-05,1.3937423771264221e-05
2830,0.000198269,0.0001407200842643874,5.250555047699081e-05,4.0402229555663836e-05,1.1842194925935367e-06,8.3947754148667325e-22,3.319391585937984e-05,1.381201016830045e-05
2827,0.000163907,0.00011861708590977533,4.69627644786436e-05,2.4926670015351094e-05,1.1291233897298353e-06,8.024405626599816e-22,3.228810181709751e-05,1.3688267497494378e-05
2824,0.000141374,0.00010283670579723034,4.223000380886542e-05,1.4934450058739821e-05,1.0776843256217055e-06,7.677936510882946e-22,3.140624243149556e-05,1.3566166461048933e-05
2821,0.000103511,9.149555167925855e-05,3.8161022967635114e-05,8.689208998769957e-06,1.0295944782058804e-06,7.353361469197127e-22,3.0547888128350076e-05,1.3445678394838624e-05
2818,9.30217e-05,8.319582773302202e-05,3.464022686532126e-05,4.909500284987185e-06,9.845767898789843e-07,7.048879500911804e-22,2.9712589829191368e-05,1.3326775252184328e-05
2815,7.55437e-05,7.694314697300352e-05,3.157550877391057e-05,2.6937691428006206e-06,9.423814732462943e-07,6.7628705088640535e-22,2.8899899283481038e-05,1.3209429588106094e-05
2812,6.71323e-05,7.205614718283997e-05,2.8892899072261353e-05,1.4353225097973164e-06,9.027829529160823e-07,6.493873987091758e-22,2.8109369392368308e-05,1.309361454403801e-05
2809,5.28024e-05,6.808282131434682e-05,2.6532542055326216e-05,7.426850055658654e-07,8.655771853784207e-07,6.240570573043447e-22,2.734055452362751e-05,1.2979303832989906e-05
2806,5.6099e-05,6.473105713681046e-05,2.44456501369417e-05,3.731864389232444e-07,8.305793069257233e-07,6.001766033795038e-22,2.6593010817419698e-05,1.2866471725141188e-05
2803,5.02282e-05,6.18154522182429e-05,2.259218110577104e-05,1.821013181580973e-07,7.976215664402567e-07,5.776377327035443e-22,2.5866296482562038e-05,1.2755093033852566e-05
2800,4.32853e-05,5.921917017536624e-05,2.093905360186564e-05,8.629117112446785e-08,7.665515058088746e-07,5.563420435990597e-22,2.5159972083026278e-05,1.2645143102082084e-05
