x,y,y_predicted,peak_1,peak_2,peak_3,peak_4,peak_5,peak_6,peak_7,peak_8
3165,0.000475762,0.00048293980213750496,3.5700553395589112e-09,1.6421298541067226e-06,3.407643681743681e-06,4.596010464402489e-06,2.151482252099047e-06,0.00033803298405322556,5.7109174284258356e-05,5.16518061538062e-06
3160,0.000403684,0.00046189649945321376,3.6861261230671283e-09,1.7008776044231196e-06,3.5356194588898277e-06,4.806869218818794e-06,2.262642434759442e-06,0.0003224355661252435,5.5378532360302316e-05,5.051938215070187e-06
3155,0.000395663,0.0004415821210042698,3.807946610750808e-09,1.762834921402224e-06,3.6709290671696954e-06,5.032573025363234e-06,2.3826371445229754e-06,0.0003072624221758799,5.371973709464133e-05,4.942318113135402e-06
3150,0.000455089,0.000422089265097687,3.935902628309738e-09,1.8282399060649228e-06,3.814142696194043e-06,5.274548227907919e-06,2.5124270111717653e-06,0.00029259034790241886,5.212921504801077e-05,4.83617007728287e-06
3145,0.000429313,0.0004034823426776344,4.070412889233999e-09,1.897353152725759e-06,3.96588693478021e-06,5.5343966093608485e-06,2.6531067308658105e-06,0.0002784741954605767,5.060358476715973e-05,4.733351444180687e-06
3140,0.000447504,0.0003858019989481439,4.211932414232557e-09,1.970460347622852e-06,4.126851586049158e-06,5.813921925848178e-06,2.8059281357618157e-06,0.00026495015730148067,4.913964723418051e-05,4.633726675275593e-06
3135,0.000391807,0.0003690693346415165,4.3609563723797655e-09,2.0478752246217343e-06,4.297797460863582e-06,6.115161241399574e-06,2.972328025657082e-06,0.00025203892348531643,4.773437652828035e-05,4.537166942073369e-06
3130,0.000356639,0.00035328977166753896,4.5180244044299664e-09,2.129942935180775e-06,4.479565313092943e-06,6.440422081459838e-06,3.1539619176166896e-06,0.00023974858952529568,4.638491075448247e-05,4.443549738724949e-06
3125,0.0003512,0.0003384564812280637,4.683725498666595e-09,2.217043900278441e-06,4.673086111502804e-06,6.79232667303684e-06,3.3527451946232447e-06,0.00022807724781658619,4.508854327877794e-05,4.352758519931582e-06
3120,0.000364867,0.0003245533458998008,4.858703501407882e-09,2.3095982247067522e-06,4.879392881167817e-06,7.173864858553932e-06,3.5709035640582714e-06,0.00021701523691269048,4.384271429711409e-05,4.264682362339008e-06
3115,0.000373339,0.00031155746339276395,5.043663358267631e-09,2.408070769544121e-06,5.099634393850338e-06,7.588457681570427e-06,3.8110353095371905e-06,0.0002065470512318866,4.264500275582325e-05,4.179215647733993e-06
3110,0.000310701,0.00029944122211345817,5.2393781989372206e-09,2.512976997381548e-06,5.33509104386791e-06,8.040034175365e-06,4.076188589273331e-06,0.00019665293171797178,4.149311863326726e-05,4.096257766488012e-06
3105,0.000278112,0.0002881739906907809,5.446697398193699e-09,2.6248897278083042e-06,5.587193316269153e-06,8.533124580777302e-06,4.3699580777368085e-06,0.00018731016807469204,4.038489558626159e-05,4.015712839813609e-06
3100,0.000256356,0.00027772346821181845,5.666555769768914e-09,2.7444469688103184e-06,5.857543341083412e-06,9.07297413390399e-06,4.696606675871858e-06,0.0001784941476868608,3.931828395996316e-05,3.937489459509211e-06
3095,0.00028024,0.00026805674142274766,5.89998407853092e-09,2.872361024430872e-06,6.147940135431294e-06,9.665682775366816e-06,5.061219990309888e-06,0.00017017918706582289,3.829134415612339e-05,3.861500443970003e-06
3090,0.000258101,0.0002591410913243627,6.148121091250842e-09,3.0094291220047615e-06,6.460409270119998e-06,1.0318377750451147e-05,5.4699040425504215e-06,0.0001623391800190884,3.730224035172243e-05,3.7876626093353403e-06
3085,0.000264928,0.0002509445856213254,6.412227428459917e-09,3.1565458557218497e-06,6.797237866476682e-06,1.1039428248559136e-05,5.930040571720354e-06,0.00015494809376845475,3.634923455784827e-05,3.7158965547288183e-06
3080,0.000283826,0.00024343648607382478,6.6937015313122606e-09,3.314717810087478e-06,7.161016042398901e-06,1.1838714193059247e-05,6.450619879834204e-06,0.0001479803406389048,3.543068100712639e-05,3.646126460625718e-06
3075,0.000230106,0.00023658749123770266,6.9940981201986275e-09,3.4850808107962207e-06,7.554686196850264e-06,1.2727965359791683e-05,7.042679267719217e-06,0.00014141104918039292,3.454502085693004e-05,3.5782798994547272e-06
3070,0.000232132,0.00023036982527915634,7.315149598954301e-09,3.6689203565831147e-06,7.981601866455227e-06,1.3721192644142278e-05,7.719887021485526e-06,0.0001352162549558366,3.369077719491157e-05,3.5122876576072975e-06
3065,0.000232136,0.00022475717206843534,7.65879095351106e-09,3.867695920333015e-06,8.445598329361042e-06,1.483524120923121e-05,8.499329696744638e-06,0.0001293730278944101,3.286655033301353e-05,3.4480835680890615e-06
3060,0.000242197,0.0002197244397732301,8.027188811435192e-09,4.0830699798733684e-06,8.951077700944292e-06,1.6090506477579267e-05,9.402587448842782e-06,0.0001238595501472943,3.207101337598304e-05,3.3856043531040256e-06
3055,0.000207891,0.00021524732345913733,8.422775475010126e-09,4.316942860209776e-06,9.503112004968702e-06,1.7511870069678555e-05,1.0457223880392215e-05,0.0001186551558158347,3.130290805046592e-05,3.324789475913984e-06
3050,0.000219314,0.00021130161013315616,8.84828892320315e-09,4.571494755397981e-06,1.0107568669373245e-05,1.9129936311550244e-05,1.1698882606496014e-05,0.00011374034173844025,3.0561040780960695e-05,3.2655810013633345e-06
3045,0.000183259,0.00020786214040551538,9.30682000723938e-09,4.849236671472154e-06,1.0771264166253463e-05,2.0982684708948102e-05,1.317428848617175e-05,0.0001090967566925481,2.9844278999226907e-05,3.2079234645034584e-06
3040,0.000198972,0.0002049013022798426,9.80186835404131e-09,5.153072521688934e-06,1.1502153199279517e-05,2.3117706029583768e-05,1.494562555322666e-05,0.00010470717485270797,2.9151547674141257e-05,3.151763746791315e-06
3035,0.000202273,0.00020238688751659736,1.0337408859255679e-08,5.486375253152654e-06,1.2309563090418543e-05,2.5595269484358136e-05,1.7097057560213292e-05,0.00010055545810370554,2.8481826049453195e-05,3.097050959374383e-06
3030,0.000198976,0.0002002791023485387,1.0917971120634086e-08,5.853080747537226e-06,1.3204486045251204e-05,2.8492592849115158e-05,1.9744667050926915e-05,9.6626510798142e-05,2.7834144577392652e-05,3.043736333008528e-06
3025,0.000223081,0.00019852653701144592,1.1548734764842825e-08,6.257804399909551e-06,1.41999460867721e-05,3.1909885022282215e-05,2.305200123488538e-05,9.290622973362855e-05,2.7207582036607552e-05,2.991773114187291e-06
3020,0.000218628,0.00019706109989059604,1.2235644399101088e-08,6.705986855387143e-06,1.5311463078739725e-05,3.597905180479026e-05,2.7255100602492505e-05,8.93814514724675e-05,2.6601262823450925e-05,2.9411164670905345e-06
3015,0.000222423,0.00019579271447939887,1.2985548931494857e-08,7.204077542148553e-06,1.655764404628703e-05,4.0876491001136646e-05,3.270412503044783e-05,8.603989860750036e-05,2.6014354406180844e-05,2.8917233809876102e-06
3010,0.000187579,0.0001946071401007381,1.380637133000596e-08,7.759767627447316e-06,1.7960942874818468e-05,4.684231950625795e-05,3.99351629734164e-05,8.287012616712316e-05,2.5446064932179937e-05,2.843552582755349e-06
3005,0.000182306,0.0001933781498387797,1.470731664022343e-08,8.382288204993247e-06,1.9548644808848307e-05,5.420999268961126e-05,4.979931044448838e-05,7.986146902964543e-05,2.489564097883443e-05,2.796564454194503e-06
3000,0.000151333,0.00019202954600974946,1.569912840864773e-08,9.082795443226326e-06,2.1354154050329363e-05,6.34532296863596e-05,6.370557340098601e-05,7.700399096507181e-05,2.4362365439233678e-05,2.7507209538497916e-06
2998,0.000182107,0.00019148057086298612,1.61240472609568e-08,9.387781813605691e-06,2.214626753504988e-05,6.782060134615921e-05,7.089529413370626e-05,7.590123471226414e-05,2.41537027267249e-05,2.7326958160803235e-06
2995,0.000152633,0.0001907596223583985,1.6794406778028437e-08,9.874872914417558e-06,2.341869431024544e-05,7.526275896760466e-05,8.410123323341141e-05,7.428843572691584e-05,2.3845555534355974e-05,2.705985543058672e-06
2992,0.000155988,0.00019045241489877256,1.750730914834063e-08,1.0400856036855224e-05,2.4802594848061383e-05,8.399176432106167e-05,0.00010118248957564091,7.272361342504869e-05,2.354310126596398e-05,2.679661517940847e-06
2989,0.000146423,0.00019126510648403023,1.8266418395139557e-08,1.0969981720415057e-05,2.631119510369213e-05,9.431987997201351e-05,0.00012371014641608712,7.120500856366316e-05,2.3246204815644243e-05,2.6537163962095774e-06
2986,0.000135117,0.0001947439584262173,1.9075800096785483e-08,1.1587097029932892e-05,2.7959710941185884e-05,0.00010665924497408714,0.0001540531272398313,6.973093496525463e-05,2.2954734924777682e-05,2.6281430054768985e-06
2983,0.000133788,0.00020422517971783547,1.993997515406465e-08,1.2257748831324065e-05,2.9765711920815045e-05,0.00012156236843159559,0.00019582116303276263,6.829977636643646e-05,2.2668564056614134e-05,2.6029343407124713e-06
2980,0.00015928,0.00022688573192313822,2.086398210989541e-08,1.2988308528140936e-05,3.174956342875254e-05,0.00013978288446026205,0.0002544716398422498,6.690998338603872e-05,2.2387568275357754e-05,2.5780835596239246e-06
2977,0.000167788,0.00027806513894902967,2.18534496045815e-08,1.3786123506586077e-05,3.393496653144374e-05,0.00016236883374109846,0.000337803706723397,6.556007061150566e-05,2.2111627129583367e-05,2.5535839781838126e-06
2974,0.000272867,0.0003894027442063236,2.2914680885490415e-08,1.4659702024187056e-05,3.6349620321840044e-05,0.0001908095731269899,0.00045486291002395555,6.4248613801824e-05,2.184062353981964e-05,2.529429066297921e-06
2971,0.000613103,0.0006185717468790735,2.4054752706303154e-08,1.5618940248159647e-05,3.902603854871419e-05,0.00022727370713281276,0.0006081957290108632,6.29742472047417e-05,2.1574443690140577e-05,2.5056124436099147e-06
2968,0.001034635,0.001036791935505916,2.52816314694343e-08,1.667540278184076e-05,4.200256151288266e-05,0.0002750064073513357,0.0007706963295303571,6.173566098565926e-05,2.1312976923613537e-05,2.482127875437473e-06
2965,0.001526373,0.0016399078082716375,2.660431011394979e-08,1.7842671563883936e-05,4.53246162755872e-05,0.00033901513149415136,0.0008632404991761318,6.053159876528492e-05,2.1056115641457246e-05,2.4589692688353024e-06
2962,0.002106248,0.002259194117735094,2.8032970066981675e-08,1.9136782846307803e-05,4.904629407290843e-05,0.0004272943998018901,0.0008150617101652509,5.936085526292158e-05,2.080375520576924e-05,2.4361306687805287e-06
2959,0.002613782,0.002733117636457704,2.9579173607383224e-08,2.0576778576324106e-05,5.323233465146145e-05,0.0005530860713325452,0.0006653565169265709,5.822227404209496e-05,2.055579384568762e-05,2.41360625447623e-06
2956,0.002996279,0.003095114890337443,3.125609329971237e-08,2.2185407687585793e-05,5.796063452345476e-05,0.0007391469590028781,0.0005033767142945268,5.711474535512014e-05,2.031213256685702e-05,2.391390335768938e-06
2953,0.003297158,0.003473089301430812,3.3078786828946424e-08,2.3990025681820693e-05,6.332543166095185e-05,0.0010257156598364862,0.00037344209931932846,5.603720408313746e-05,2.0072675064073865e-05,2.3694773496761943e-06
2950,0.004199121,0.00397749476579785,3.506452771434222e-08,2.602375915265853e-05,6.944136482750007e-05,0.001483478726934323,0.00027959700216516244,5.498862776811632e-05,1.9837327636990993e-05,2.347861857020323e-06
2947,0.004851414,0.004655362810284237,3.7233205156150116e-08,2.832702816044248e-05,7.644866317235072e-05,0.0022202612240111892,0.000213541127084806,5.3968034733324204e-05,1.96059991087661e-05,2.3265385391647693e-06
2944,0.005564388,0.005328779281581426,3.9607809876645955e-08,3.094955761622607e-05,8.451979098488018e-05,0.003291122232570044,0.00016675342019861674,5.297448228878013e-05,1.9378600747543203e-05,2.3055021948494905e-06
2941,0.005323687,0.005245415573892709,4.221502753677465e-08,3.39530653727494e-05,9.386794954178694e-05,0.0042654465207679305,0.00013300709768824395,5.2007065018253977e-05,1.915504619066061e-05,2.284747737121984e-06
2938,0.003223955,0.0037747602532288847,4.508596752531265e-08,3.741489962592324e-05,0.00010475790864947318,0.0041291531037795795,0.0001081374459160795,5.1064913144432563e-05,1.8935251371483017e-05,2.2642701903607273e-06
2935,0.00221567,0.002029569064198797,4.825706315918459e-08,4.1433027932951235e-05,0.00011751966817503911,0.0030575165135946253,8.941214788016489e-05,5.014719096894496e-05,1.8719134448759216e-05,2.244064687387872e-06
2932,0.001001632,0.0009724842773680099,5.177119033976459e-08,4.613298200453502e-05,0.0001325653496825189,0.0020446164169444572,7.50276918184491e-05,4.925309538402038e-05,1.850661573841122e-05,2.224126466668173e-06
2929,0.000393773,0.0004834968695039909,5.567906651623976e-08,5.167768299293127e-05,0.00015040930485278614,0.0013731363301936526,6.377453749457927e-05,4.8381854452643124e-05,1.829761764766366e-05,2.204450869591268e-06
2926,0.000122416,0.0002884205885556489,6.004101187673171e-08,5.8281592508378596e-05,0.00017169031226908394,0.0009573277198284523,5.482563271447314e-05,4.753272605416318e-05,1.8092064611426512e-05,2.1850333378344765e-06
2923,8.5267e-05,0.0002346792634464987,6.492918210389469e-08,6.623150060944012e-05,0.0001971921350868073,0.0006953943429644391,4.7604028673775865e-05,4.670499659242155e-05,1.788988303084704e-05,2.1658694108034714e-06
2920,0.000144485,0.0002528250908836143,7.043041978074063e-08,7.591774210923334e-05,0.00022785313163842325,0.000523934468602767,4.169935768299972e-05,4.589797976355158e-05,1.7691001213950727e-05,2.1469547231481826e-06
2917,0.000276284,0.0003123840936497335,7.66499239257138e-08,8.788223860401461e-05,0.0002647444155036211,0.0004071027463244601,3.6814349137396555e-05,4.5111015380720246e-05,1.74953493182935e-05,2.1282850023514764e-06
2914,0.000422955,0.00040015786971448023,8.371601043486395e-08,0.00010289450679564681,0.00030897536640971086,0.00032454117698548976,3.272997199094002e-05,4.434346825317969e-05,1.7302859295551223e-05,2.109856066388177e-06
2911,0.000572796,0.0005104173447310528,9.178633955112717e-08,0.0001220757321360522,0.00036145186418941387,0.00026431895682301506,2.928229630028941e-05,4.3594727117100874e-05,1.711346483797468e-05,2.0916638214521366e-06
2908,0.000726356,0.0006399853930780269,1.0105613324087576e-07,0.00014710864472168732,0.000422372857251502,0.0002191787180854811,2.634685364361953e-05,4.286420361576614e-05,1.6927101326641765e-05,2.0737042597490952e-06
2905,0.000915216,0.0007851324832024651,1.1176911510616281e-07,0.00018060732403553877,0.0004903468489778216,0.0001845423740316172,2.3827881104450347e-05,4.215133132679776e-05,1.674370578144051e-05,2.0559734573532217e-06
2902,0.000961789,0.0009394340900715252,1.242322066711179e-07,0.0002268001982781452,0.0005611643238532605,0.00015742387501942867,2.165080148848945e-05,4.145556483419943e-05,1.6563216812719973e-05,2.038467572125209e-06
2899,0.001044608,0.0010936783920861323,1.388354473610618e-07,0.0002928620735913539,0.000626768346364709,0.00013581627920507847,1.9756884471035446e-05,4.07763788430846e-05,1.638557457454782e-05,2.0211828416899754e-06
2896,0.00127716,0.001241107378130089,1.5607922783987171e-07,0.00039168034537334574,0.0006757658549032631,0.0001183341953979729,1.8099401199267192e-05,4.011326733506014e-05,1.6210720719516005e-05,2.0041155814720177e-06
2893,0.001386357,0.001392610323407496,1.766118106813493e-07,0.0005480220114476706,0.0006968838775712309,0.00010399830037316168,1.664081715095515e-05,3.946574276232588e-05,1.6038598355038604e-05,1.987262182786567e-06
2890,0.001703755,0.0016067979920125885,2.0128133760494094e-07,0.0008133371967158522,0.0006844832137990666,9.210151327148856e-05,1.5350717122282618e-05,3.883333527863815e-05,1.5869152001087342e-05,1.970619110984761e-06
2887,0.002197552,0.002049470413587349,2.3120812729263763e-07,0.0013031409110627506,0.000641933720209344,8.212357036375296e-05,1.4204253405814746e-05,3.821559200537307e-05,1.5702327549313136e-05,1.9541829036511123e-06
2884,0.00285233,0.0031317037545707015,2.678849023435644e-07,0.0022811919518278753,0.000579552120281107,7.367511873693673e-05,1.3180972547682605e-05,3.7612076331005886e-05,1.5538072223503412e-05,1.937950168851574e-06
2881,0.005867886,0.005598129453636341,3.1331388612730154e-07,0.004124150984708353,0.0005091681882160023,6.64602913902087e-05,1.226391926939066e-05,3.702236724240362e-05,1.5376334541327467e-05,1.9219175834306524e-06
2878,0.007774204,0.008222643219462809,3.701879582532787e-07,0.005564916632343534,0.0004398804546690378,6.025113407990366e-05,1.1438945545733854e-05,3.644605868640377e-05,1.5217064277323468e-05,1.9060818913559683e-06
2875,0.007149085,0.006725240462783592,4.421109983109776e-07,0.0039994159865280165,0.00037685473142208293,5.486980085293294e-05,1.0694173109697302e-05,3.588275896022532e-05,1.5060212427082706e-05,1.8904399021087938e-06
2872,0.004361072,0.00425169746424328,5.338109455660565e-07,0.0022051104013484737,0.00032210476792369103,5.0175944989680684e-05,1.0019571812940344e-05,3.533209012932833e-05,1.4905731172588516e-05,1.8749884891191239e-06
2869,0.002222017,0.002770817874583421,6.511809880209831e-07,0.001265720576601876,0.000275751190045814,4.6057648859469684e-05,9.406626269559113e-06,3.479368747140557e-05,1.4753573848668732e-05,1.859724588243883e-06
2866,0.002048861,0.0019422481998582685,8.006902977962441e-07,0.0007938071701651791,0.00023701313880711096,4.242480535249784e-05,8.848070350502022e-06,3.4267198945253225e-05,1.4603694910522294e-05,1.84464519628692e-06
2863,0.001757977,0.0014438876067993666,9.870934515441343e-07,0.0005368966057839238,0.00020480332344137068,3.920422420929823e-05,8.337674246966844e-06,3.375228468333012e-05,1.4456049902281772e-05,1.8297473695595146e-06
2860,0.001350971,0.0011189409163663195,1.207539488449298e-06,0.0003848408913916907,0.0001780268172970898,3.633596947370463e-05,7.870072573805014e-06,3.324861650687182e-05,1.4310595426575656e-05,1.8150282224801077e-06
2857,0.001037435,0.0008917534088312554,1.440741108259951e-06,0.0002883911191357399,0.0001557057752807178,3.377058736200647e-05,7.440624743383095e-06,3.275587746248295e-05,1.4167289115054988e-05,1.800484926212086e-06
2854,0.000767694,0.0007238118424625466,1.6368053849545439e-06,0.0002237303597788707,0.0001370154393517768,3.146698608783926e-05,7.04530088726786e-06,3.227376137918346e-05,1.4026089599850723e-05,1.7861147073384195e-06
2851,0.000588951,0.0005952043802503617,1.727989759987466e-06,0.00017841419361367355,0.00012128024565136008,2.9390798522904424e-05,6.680588134155821e-06,3.180197244493554e-05,1.3886956485929082e-05,1.7719148465720416e-06
2848,0.000404439,0.000495734569171249,1.6740041591254241e-06,0.00014549008480160095,0.00010795493684807908,2.75131062650005e-05,6.343413206732908e-06,3.134022480172547e-05,1.374985032431394e-05,1.7578826775008856e-06
2845,0.000416151,0.0004192206354433304,1.4993964363947813e-06,0.00012084851746041776,9.660227721910465e-05,2.5809436919986485e-05,6.031078176893906e-06,3.088824215832148e-05,1.3614732586145784e-05,1.7440155853665061e-06
2842,0.000381017,0.00036042238810391435,1.269999369466537e-06,0.00010194261757889416,8.687220668671491e-05,2.4258969851274015e-05,5.741206889457115e-06,3.0445757419871008e-05,1.3481565637548571e-05,1.7303110058752885e-06
2839,0.00031583,0.0003146369746506825,1.043002032261931e-06,8.712946101485202e-05,7.8484063121673e-05,2.2843902383241343e-05,5.471700081086503e-06,3.0012512333543483e-05,1.335031271527636e-05,1.7167664240412465e-06
2836,0.00028423,0.0002781688893960055,8.46710056718072e-07,7.531240814264034e-05,7.121209125523524e-05,2.154894051568275e-05,5.220697621575714e-06,2.958825714946279e-05,1.322093790311309e-05,1.7033793730594785e-06
2833,0.000226009,0.0002484235205500445,6.876563376470469e-07,6.573761430479608e-05,6.487390625349082e-05,2.0360887002668877e-05,4.986546616981855e-06,2.9172750296212558e-05,1.3093406108999492e-05,1.6901474332093397e-06
2830,0.000198269,0.00022366164089047426,5.623380737965059e-07,5.787347227811985e-05,5.932142057492447e-05,1.926830612069171e-05,4.76777435914294e-06,2.876575807023127e-05,1.2967683042862401e-05,1.6770682307864635e-06
2827,0.000163907,0.00020271290500923869,4.6441067414171716e-07,5.133661858180255e-05,5.4433747605253256e-05,1.8261249255111553e-05,4.563065299449226e-06,2.8367054338449354e-05,1.2843735195122392e-05,1.6641394370627638e-06
2824,0.000141374,0.000184766189422692,3.877253094487299e-07,4.584508706879534e-05,5.011165975110256e-05,1.7331029030702515e-05,4.371241378097654e-06,2.797642025355178e-05,1.272152981585681e-05,1.6513587672735917e-06
2821,0.000103511,0.0001692380756182715,3.272330066991995e-07,4.118782462823771e-05,4.627325602408802e-05,1.647003242664079e-05,4.191245162332718e-06,2.7593643981280267e-05,1.260103489459586e-05,1.6387239796312417e-06
2818,9.30217e-05,0.0001556939492248258,2.790482721474729e-07,3.720436397131094e-05,4.285056615550707e-05,1.567156538062525e-05,4.022125345147279e-06,2.7218520439218044e-05,1.2482219140730529e-05,1.6262328743640345e-06
2815,7.55437e-05,0.0001438003650990834,2.402578869640544e-07,3.3770969958381596e-05,3.978687895751599e-05,1.4929722968056665e-05,3.863024234785115e-06,2.6850851046527994e-05,1.2365051964511527e-05,1.6138832927802288e-06
2812,6.71323e-05,0.0001332954017419193,2.0869502038895787e-07,3.079101053209449e-05,3.7034631327643726e-05,1.4239280461706719e-05,3.7131669291648865e-06,2.6490443484140215e-05,1.2249503458619643e-05,1.6016731163560265e-06
2809,5.28024e-05,0.00012396946507390615,1.827461978016453e-07,2.8188144062266072e-05,3.455373233139712e-05,1.3595601523969967e-05,3.571851921144992e-06,2.613711146491072e-05,1.2135544380288176e-05,1.5896002658469806e-06
2806,5.6099e-05,0.00011565234453352512,1.6120293575763216e-07,2.5901420961933126e-05,3.2310226088803855e-05,1.2994560523218047e-05,3.4384429227953106e-06,2.579067451329565e-05,1.2023146133959207e-05,1.577662700422118e-06
2803,5.02282e-05,0.00010820415608149595,1.4315257164621175e-07,2.388170950481145e-05,3.0275219572962396e-05,1.2432476546750551e-05,3.3123617314356918e-06,2.5450957754108327e-05,1.1912280754455849e-05,1.5658584168201228e-06
2800,4.32853e-05,0.0001015088002805015,1.2789933804166206e-07,2.2089052513595775e-05,2.8424018472426284e-05,1.190605714188899e-05,3.193081988637928e-06,2.5117791709946872e-05,1.1802920890653404e-05,1.5541854485269483e-06
